Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9CQ60|6PGL_MOUSE	Q9CQ60	6PGL_MOUSE	Pgls	257	Mus musculus	6-phosphogluconolactonase	1:Experimental evidence at protein level	31.13	1.0000	0.9990	5	0	5	8	0	8	     0	     0	     0			
sp|Q9CQ62|DECR_MOUSE	Q9CQ62	DECR_MOUSE	Decr1	335	Mus musculus	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	1:Experimental evidence at protein level	54.33	1.0000	0.9990	15	15	15	44	44	44	     0	     0	     0	13C(57.0214), 1C(57.0214), 20M(15.9949), 2M(15.9949), 9M(15.9949)		
sp|Q9CQ65|MTAP_MOUSE	Q9CQ65	MTAP_MOUSE	Mtap	283	Mus musculus	S-methyl-5'-thioadenosine phosphorylase	1:Experimental evidence at protein level	30.04	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	12C(57.0214), 3C(57.0214)		
sp|Q9CQ69|QCR8_MOUSE	Q9CQ69	QCR8_MOUSE	Uqcrq	82	Mus musculus	Cytochrome b-c1 complex subunit 8	1:Experimental evidence at protein level	36.59	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0			
sp|Q9CQ75|NDUA2_MOUSE	Q9CQ75	NDUA2_MOUSE	Ndufa2	99	Mus musculus	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1:Experimental evidence at protein level	37.37	1.0000	0.9990	4	3	4	7	6	7	     0	     0	     0	2C(57.0214)		
sp|Q9CQ89|CUTA_MOUSE	Q9CQ89	CUTA_MOUSE	Cuta	177	Mus musculus	Protein CutA	1:Experimental evidence at protein level	7.91	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			tr|D5MCW4|D5MCW4_MOUSE
sp|Q9CQ92|FIS1_MOUSE	Q9CQ92	FIS1_MOUSE	Fis1	152	Mus musculus	Mitochondrial fission 1 protein	1:Experimental evidence at protein level	32.24	1.0000	0.9990	5	0	5	6	0	6	     0	     0	     0	9C(57.0214)		tr|G3X9U9|G3X9U9_MOUSE
sp|Q9CQA3|SDHB_MOUSE	Q9CQA3	SDHB_MOUSE	Sdhb	282	Mus musculus	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1:Experimental evidence at protein level	55.67	1.0000	0.9990	17	17	17	39	39	39	     0	     0	     0	11C(57.0214), 19C(57.0214), 1C(57.0214), 1M(15.9949), 4C(57.0214), 5M(15.9949), 7C(57.0214), 8M(15.9949), 9M(15.9949)		
sp|Q9CQB5|CISD2_MOUSE	Q9CQB5	CISD2_MOUSE	Cisd2	135	Mus musculus	CDGSH iron-sulfur domain-containing protein 2	1:Experimental evidence at protein level	10.37	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0	11C(57.0214)		
sp|Q9CQC7|NDUB4_MOUSE	Q9CQC7	NDUB4_MOUSE	Ndufb4	129	Mus musculus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	1:Experimental evidence at protein level	47.29	1.0000	0.9990	8	8	8	19	19	19	     0	     0	     0			
sp|Q9CQC9|SAR1B_MOUSE	Q9CQC9	SAR1B_MOUSE	Sar1b	198	Mus musculus	GTP-binding protein SAR1b	1:Experimental evidence at protein level	59.09	1.0000	0.9990	10	6	10	18	12	18	     0	     0	     0	12C(57.0214), 15C(57.0214), 7C(57.0214)		
sp|Q9CQD1|RAB5A_MOUSE	Q9CQD1	RAB5A_MOUSE	Rab5a	215	Mus musculus	Ras-related protein Rab-5A	1:Experimental evidence at protein level	5.12	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|Q9CQF4|MRES1_MOUSE	Q9CQF4	MRES1_MOUSE	Mtres1	240	Mus musculus	Mitochondrial transcription rescue factor 1	1:Experimental evidence at protein level	11.67	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9CQF9|PCYOX_MOUSE	Q9CQF9	PCYOX_MOUSE	Pcyox1	505	Mus musculus	Prenylcysteine oxidase 1	1:Experimental evidence at protein level	17.23	1.0000	0.9990	6	0	6	7	0	7	     0	     0	     0			
sp|Q9CQH3|NDUB5_MOUSE	Q9CQH3	NDUB5_MOUSE	Ndufb5	189	Mus musculus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	1:Experimental evidence at protein level	21.16	1.0000	0.9990	4	0	4	5	0	5	     0	     0	     0			
sp|Q9CQH7|BT3L4_MOUSE	Q9CQH7	BT3L4_MOUSE	Btf3l4	158	Mus musculus	Transcription factor BTF3 homolog 4	1:Experimental evidence at protein level	38.61	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9CQI3|GMFB_MOUSE	Q9CQI3	GMFB_MOUSE	Gmfb	142	Mus musculus	Glia maturation factor beta	1:Experimental evidence at protein level	23.94	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			tr|A0A2I3BR94|A0A2I3BR94_MOUSE
sp|Q9CQJ8|NDUB9_MOUSE	Q9CQJ8	NDUB9_MOUSE	Ndufb9	179	Mus musculus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	1:Experimental evidence at protein level	52.51	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	4C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|Q9CQM9|GLRX3_MOUSE	Q9CQM9	GLRX3_MOUSE	Glrx3	337	Mus musculus	Glutaredoxin-3	1:Experimental evidence at protein level	32.64	1.0000	0.9990	9	0	9	16	0	16	     0	     0	     0	12C(57.0214), 7C(57.0214)		
sp|Q9CQN1|TRAP1_MOUSE	Q9CQN1	TRAP1_MOUSE	Trap1	706	Mus musculus	Heat shock protein 75 kDa, mitochondrial	1:Experimental evidence at protein level	27.20	1.0000	0.9990	14	13	13	18	16	16	     0	     0	     0			
sp|Q9CQQ7|AT5F1_MOUSE	Q9CQQ7	AT5F1_MOUSE	Atp5pb	256	Mus musculus	ATP synthase F(0) complex subunit B1, mitochondrial	1:Experimental evidence at protein level	48.05	1.0000	0.9990	16	9	16	37	26	37	     0	     0	     0	10M(15.9949), 11M(15.9949), 12M(15.9949), 13M(15.9949), 8M(15.9949)		
sp|Q9CQR2|RS21_MOUSE	Q9CQR2	RS21_MOUSE	Rps21	83	Mus musculus	40S ribosomal protein S21	1:Experimental evidence at protein level	10.84	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	5C(57.0214)		
sp|Q9CQR4|ACO13_MOUSE	Q9CQR4	ACO13_MOUSE	Acot13	140	Mus musculus	Acyl-coenzyme A thioesterase 13	1:Experimental evidence at protein level	51.43	1.0000	0.9990	5	5	5	10	10	10	     0	     0	     0	14M(15.9949), 23C(57.0214), 9M(15.9949)		
sp|Q9CQT1|MTNA_MOUSE	Q9CQT1	MTNA_MOUSE	Mri1	369	Mus musculus	Methylthioribose-1-phosphate isomerase	1:Experimental evidence at protein level	24.66	1.0000	0.9990	5	0	5	6	0	6	     0	     0	     0	18C(57.0214), 7C(57.0214)		
sp|Q9CQV1|TIM16_MOUSE	Q9CQV1	TIM16_MOUSE	Pam16	125	Mus musculus	Mitochondrial import inner membrane translocase subunit TIM16	1:Experimental evidence at protein level	32.00	1.0000	0.9990	2	1	2	3	1	3	     0	     0	     0			
sp|Q9CQV8-2|1433B_MOUSE	Q9CQV8-2	1433B_MOUSE	Ywhab	244	Mus musculus	Isoform Short of 14-3-3 protein beta/alpha		47.54	1.0000	0.9990	11	0	5	27	0	11	     0	     0	     0			sp|Q9CQV8|1433B_MOUSE
sp|Q9CQW2|ARL8B_MOUSE	Q9CQW2	ARL8B_MOUSE	Arl8b	186	Mus musculus	ADP-ribosylation factor-like protein 8B	1:Experimental evidence at protein level	12.37	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			tr|A0A0N4SVB8|A0A0N4SVB8_MOUSE
sp|Q9CQX2|CYB5B_MOUSE	Q9CQX2	CYB5B_MOUSE	Cyb5b	146	Mus musculus	Cytochrome b5 type B	1:Experimental evidence at protein level	42.47	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|Q9CQY6|UQCC2_MOUSE	Q9CQY6	UQCC2_MOUSE	Uqcc2	136	Mus musculus	Ubiquinol-cytochrome-c reductase complex assembly factor 2	1:Experimental evidence at protein level	37.50	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0	13C(57.0214)		
sp|Q9CQZ5|NDUA6_MOUSE	Q9CQZ5	NDUA6_MOUSE	Ndufa6	131	Mus musculus	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	1:Experimental evidence at protein level	51.15	1.0000	0.9990	6	2	6	24	6	24	     0	     0	     0	3M(15.9949), 9M(15.9949)		
sp|Q9CQZ6|NDUB3_MOUSE	Q9CQZ6	NDUB3_MOUSE	Ndufb3	104	Mus musculus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	1:Experimental evidence at protein level	25.00	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0	1M(15.9949)		
sp|Q9CR00|PSMD9_MOUSE	Q9CR00	PSMD9_MOUSE	Psmd9	222	Mus musculus	26S proteasome non-ATPase regulatory subunit 9	1:Experimental evidence at protein level	31.53	1.0000	0.9990	6	1	6	9	2	9	     0	     0	     0	11M(15.9949), 5C(57.0214)		
sp|Q9CR09|UFC1_MOUSE	Q9CR09	UFC1_MOUSE	Ufc1	167	Mus musculus	Ubiquitin-fold modifier-conjugating enzyme 1	1:Experimental evidence at protein level	5.99	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			
sp|Q9CR16|PPID_MOUSE	Q9CR16	PPID_MOUSE	Ppid	370	Mus musculus	Peptidyl-prolyl cis-trans isomerase D	1:Experimental evidence at protein level	15.95	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	15C(57.0214), 8C(57.0214)		
sp|Q9CR21|ACPM_MOUSE	Q9CR21	ACPM_MOUSE	Ndufab1	156	Mus musculus	Acyl carrier protein, mitochondrial	1:Experimental evidence at protein level	14.74	1.0000	0.9990	2	0	2	4	0	4	     0	     0	     0	3C(57.0214)		tr|F6ZFT1|F6ZFT1_MOUSE, tr|F8WJ64|F8WJ64_MOUSE
sp|Q9CR57|RL14_MOUSE	Q9CR57	RL14_MOUSE	Rpl14	217	Mus musculus	60S ribosomal protein L14	1:Experimental evidence at protein level	10.14	1.0000	0.9990	2	1	2	3	1	3	     0	     0	     0	1C(57.0214)		
sp|Q9CR61|NDUB7_MOUSE	Q9CR61	NDUB7_MOUSE	Ndufb7	137	Mus musculus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	1:Experimental evidence at protein level	51.82	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	10C(57.0214), 3C(57.0214), 9C(57.0214)		
sp|Q9CR62|M2OM_MOUSE	Q9CR62	M2OM_MOUSE	Slc25a11	314	Mus musculus	Mitochondrial 2-oxoglutarate/malate carrier protein	1:Experimental evidence at protein level	44.27	1.0000	0.9990	12	2	12	33	4	33	     0	     0	     0	5M(15.9949)		
sp|Q9CR68|UCRI_MOUSE	Q9CR68	UCRI_MOUSE	Uqcrfs1	274	Mus musculus	Cytochrome b-c1 complex subunit Rieske, mitochondrial	1:Experimental evidence at protein level	55.47	1.0000	0.9990	17	17	17	64	64	64	     0	     0	     0	10M(15.9949), 19M(15.9949)		
sp|Q9CRB6|TPPP3_MOUSE	Q9CRB6	TPPP3_MOUSE	Tppp3	176	Mus musculus	Tubulin polymerization-promoting protein family member 3	1:Experimental evidence at protein level	25.00	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	8C(57.0214)		
sp|Q9CRB8|MTFP1_MOUSE	Q9CRB8	MTFP1_MOUSE	Mtfp1	166	Mus musculus	Mitochondrial fission process protein 1	1:Experimental evidence at protein level	33.73	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0			
sp|Q9CRB9|MIC19_MOUSE	Q9CRB9	MIC19_MOUSE	Chchd3	227	Mus musculus	MICOS complex subunit Mic19	1:Experimental evidence at protein level	54.63	1.0000	0.9990	14	0	14	29	0	29	     0	     0	     0	19C(57.0214), 4C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|Q9CRC9-2|GNPI2_MOUSE	Q9CRC9-2	GNPI2_MOUSE	Gnpda2	274	Mus musculus	Isoform 2 of Glucosamine-6-phosphate isomerase 2		4.38	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			sp|Q9CRC9|GNPI2_MOUSE, tr|D3YWR1|D3YWR1_MOUSE
sp|Q9CRD0-2|OCAD1_MOUSE	Q9CRD0-2	OCAD1_MOUSE	Ociad1	196	Mus musculus	Isoform 2 of OCIA domain-containing protein 1		16.84	1.0000	0.9990	2	0	2	4	0	4	     0	     0	     0			sp|Q9CRD0-3|OCAD1_MOUSE, sp|Q9CRD0|OCAD1_MOUSE
sp|Q9CRD2|EMC2_MOUSE	Q9CRD2	EMC2_MOUSE	Emc2	297	Mus musculus	ER membrane protein complex subunit 2	1:Experimental evidence at protein level	22.22	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9CT10|RANB3_MOUSE	Q9CT10	RANB3_MOUSE	Ranbp3	491	Mus musculus	Ran-binding protein 3	1:Experimental evidence at protein level	3.05	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			tr|A0A3B2WCL5|A0A3B2WCL5_MOUSE
sp|Q9CVB6|ARPC2_MOUSE	Q9CVB6	ARPC2_MOUSE	Arpc2	300	Mus musculus	Actin-related protein 2/3 complex subunit 2	1:Experimental evidence at protein level	22.67	1.0000	0.9990	6	1	6	8	1	8	     0	     0	     0			
sp|Q9CWF2|TBB2B_MOUSE	Q9CWF2	TBB2B_MOUSE	Tubb2b	445	Mus musculus	Tubulin beta-2B chain	1:Experimental evidence at protein level	54.61	1.0000	0.9990	21	0	3	83	0	6	     0	     0	     0	1M(15.9949)		
sp|Q9CWJ9|PUR9_MOUSE	Q9CWJ9	PUR9_MOUSE	Atic	592	Mus musculus	Bifunctional purine biosynthesis protein ATIC	1:Experimental evidence at protein level	42.57	1.0000	0.9990	16	16	16	20	20	20	     0	     0	     0	14C(57.0214), 2C(57.0214), 4C(57.0214), 8C(57.0214)		
sp|Q9CWK8|SNX2_MOUSE	Q9CWK8	SNX2_MOUSE	Snx2	519	Mus musculus	Sorting nexin-2	1:Experimental evidence at protein level	14.45	1.0000	0.9990	5	4	5	7	6	7	     0	     0	     0			
sp|Q9CWS0|DDAH1_MOUSE	Q9CWS0	DDAH1_MOUSE	Ddah1	285	Mus musculus	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	1:Experimental evidence at protein level	2.81	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|Q9CWX2|CIA30_MOUSE	Q9CWX2	CIA30_MOUSE	Ndufaf1	328	Mus musculus	Complex I intermediate-associated protein 30, mitochondrial	1:Experimental evidence at protein level	17.07	1.0000	0.9990	4	0	4	5	0	5	     0	     0	     0			tr|A0A0R4J081|A0A0R4J081_MOUSE, tr|A2AQ17|A2AQ17_MOUSE
sp|Q9CX34|SGT1_MOUSE	Q9CX34	SGT1_MOUSE	Sugt1	336	Mus musculus	Protein SGT1 homolog	1:Experimental evidence at protein level	37.50	1.0000	0.9990	10	10	10	12	12	12	     0	     0	     0	13C(57.0214), 3C(57.0214)		
sp|Q9CX56|PSMD8_MOUSE	Q9CX56	PSMD8_MOUSE	Psmd8	353	Mus musculus	26S proteasome non-ATPase regulatory subunit 8	1:Experimental evidence at protein level	5.10	1.0000	0.9990	2	0	2	3	0	3	     0	     0	     0			tr|Q3TG45|Q3TG45_MOUSE, tr|Q9CPS5|Q9CPS5_MOUSE
sp|Q9CXI0|COQ5_MOUSE	Q9CXI0	COQ5_MOUSE	Coq5	327	Mus musculus	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	1:Experimental evidence at protein level	37.61	1.0000	0.9990	9	6	9	11	7	11	     0	     0	     0	16C(57.0214)		
sp|Q9CXT8|MPPB_MOUSE	Q9CXT8	MPPB_MOUSE	Pmpcb	489	Mus musculus	Mitochondrial-processing peptidase subunit beta	1:Experimental evidence at protein level	6.34	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9CXW3|CYBP_MOUSE	Q9CXW3	CYBP_MOUSE	Cacybp	229	Mus musculus	Calcyclin-binding protein	1:Experimental evidence at protein level	17.03	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0	8C(57.0214)		
sp|Q9CXW4|RL11_MOUSE	Q9CXW4	RL11_MOUSE	Rpl11	178	Mus musculus	60S ribosomal protein L11	1:Experimental evidence at protein level	17.42	1.0000	0.9990	3	1	3	4	1	4	     0	     0	     0	5C(57.0214)		
sp|Q9CXZ1|NDUS4_MOUSE	Q9CXZ1	NDUS4_MOUSE	Ndufs4	175	Mus musculus	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1:Experimental evidence at protein level	37.71	1.0000	0.9990	8	0	8	24	0	24	     0	     0	     0			tr|E9QPX3|E9QPX3_MOUSE
sp|Q9CY50|SSRA_MOUSE	Q9CY50	SSRA_MOUSE	Ssr1	286	Mus musculus	Translocon-associated protein subunit alpha	1:Experimental evidence at protein level	11.89	1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0			tr|A0A286YCG8|A0A286YCG8_MOUSE, tr|A0A286YCT4|A0A286YCT4_MOUSE, tr|A0A286YDB7|A0A286YDB7_MOUSE
sp|Q9CY64|BIEA_MOUSE	Q9CY64	BIEA_MOUSE	Blvra	295	Mus musculus	Biliverdin reductase A	1:Experimental evidence at protein level	30.51	1.0000	0.9990	8	4	8	8	4	8	     0	     0	     0	4C(57.0214)		
sp|Q9CYG7|TOM34_MOUSE	Q9CYG7	TOM34_MOUSE	Tomm34	309	Mus musculus	Mitochondrial import receptor subunit TOM34	1:Experimental evidence at protein level	10.03	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|Q9CYH2|PXL2A_MOUSE	Q9CYH2	PXL2A_MOUSE	Prxl2a	218	Mus musculus	Peroxiredoxin-like 2A	1:Experimental evidence at protein level	16.51	1.0000	0.9990	3	0	3	3	0	3	     0	     0	     0			tr|Q3U125|Q3U125_MOUSE
sp|Q9CYT6|CAP2_MOUSE	Q9CYT6	CAP2_MOUSE	Cap2	476	Mus musculus	Adenylyl cyclase-associated protein 2	1:Experimental evidence at protein level	22.27	1.0000	0.9990	8	0	8	8	0	8	     0	     0	     0			
sp|Q9CZ04-2|CSN7A_MOUSE	Q9CZ04-2	CSN7A_MOUSE	Cops7a	277	Mus musculus	Isoform 2 of COP9 signalosome complex subunit 7a		27.44	1.0000	0.9990	6	0	6	6	0	6	     0	     0	     0			sp|Q9CZ04|CSN7A_MOUSE
sp|Q9CZ13|QCR1_MOUSE	Q9CZ13	QCR1_MOUSE	Uqcrc1	480	Mus musculus	Cytochrome b-c1 complex subunit 1, mitochondrial	1:Experimental evidence at protein level	60.62	1.0000	0.9990	23	10	23	108	61	108	     0	     0	     0	11C(57.0214), 13C(57.0214), 14C(57.0214), 1M(15.9949), 2C(57.0214), 2M(15.9949), 3M(15.9949), 6C(57.0214), 8M(15.9949), 9M(15.9949)		
sp|Q9CZ30|OLA1_MOUSE	Q9CZ30	OLA1_MOUSE	Ola1	396	Mus musculus	Obg-like ATPase 1	1:Experimental evidence at protein level	36.87	1.0000	0.9990	10	4	10	16	5	16	     0	     0	     0	20C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|Q9CZ42-3|NNRD_MOUSE	Q9CZ42-3	NNRD_MOUSE	Naxd	327	Mus musculus	Isoform 3 of ATP-dependent (S)-NAD(P)H-hydrate dehydratase		27.22	1.0000	0.9990	6	0	6	8	0	8	     0	     0	     0	10C(57.0214), 7C(57.0214)		sp|Q9CZ42|NNRD_MOUSE, tr|J3QMM7|J3QMM7_MOUSE, tr|K3W4M4|K3W4M4_MOUSE
sp|Q9CZ44-3|NSF1C_MOUSE	Q9CZ44-3	NSF1C_MOUSE	Nsfl1c	372	Mus musculus	Isoform 3 of NSFL1 cofactor p47		55.91	1.0000	0.9990	16	0	16	35	0	35	     0	     0	     0			sp|Q9CZ44|NSF1C_MOUSE
sp|Q9CZB0|C560_MOUSE	Q9CZB0	C560_MOUSE	Sdhc	169	Mus musculus	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	1:Experimental evidence at protein level	9.47	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			
sp|Q9CZD3|GARS_MOUSE	Q9CZD3	GARS_MOUSE	Gars1	729	Mus musculus	Glycine--tRNA ligase	1:Experimental evidence at protein level	16.87	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	2C(57.0214), 7C(57.0214)		
sp|Q9CZM2|RL15_MOUSE	Q9CZM2	RL15_MOUSE	Rpl15	204	Mus musculus	60S ribosomal protein L15	1:Experimental evidence at protein level	6.86	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CZN7-2|GLYM_MOUSE	Q9CZN7-2	GLYM_MOUSE	Shmt2	501	Mus musculus	Isoform 2 of Serine hydroxymethyltransferase, mitochondrial		2.79	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			sp|Q9CZN7|GLYM_MOUSE
sp|Q9CZR8|EFTS_MOUSE	Q9CZR8	EFTS_MOUSE	Tsfm	324	Mus musculus	Elongation factor Ts, mitochondrial	1:Experimental evidence at protein level	19.44	1.0000	0.9990	4	1	4	4	1	4	     0	     0	     0	5C(57.0214), 8C(57.0214)		
sp|Q9CZU6|CISY_MOUSE	Q9CZU6	CISY_MOUSE	Cs	464	Mus musculus	Citrate synthase, mitochondrial	1:Experimental evidence at protein level	47.84	1.0000	0.9990	21	12	21	86	42	86	     0	     0	     0	10M(15.9949), 11M(15.9949), 15M(15.9949), 21M(15.9949), 22M(15.9949), 2M(15.9949), 3C(57.0214), 7C(57.0214), 7M(15.9949), 8M(15.9949)		
sp|Q9CZW5|TOM70_MOUSE	Q9CZW5	TOM70_MOUSE	Tomm70	611	Mus musculus	Mitochondrial import receptor subunit TOM70	1:Experimental evidence at protein level	3.11	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	15C(57.0214), 7C(57.0214)		
sp|Q9CZX8|RS19_MOUSE	Q9CZX8	RS19_MOUSE	Rps19	145	Mus musculus	40S ribosomal protein S19	1:Experimental evidence at protein level	56.55	1.0000	0.9990	11	1	11	12	1	12	     0	     0	     0			
sp|Q9D020-1|5NT3A_MOUSE	Q9D020-1	5NT3A_MOUSE	Nt5c3a	297	Mus musculus	Isoform 1 of Cytosolic 5'-nucleotidase 3A		43.77	1.0000	0.9990	11	0	11	12	0	12	     0	     0	     0	6C(57.0214)		sp|Q9D020|5NT3A_MOUSE
sp|Q9D023|MPC2_MOUSE	Q9D023	MPC2_MOUSE	Mpc2	127	Mus musculus	Mitochondrial pyruvate carrier 2	1:Experimental evidence at protein level	44.09	1.0000	0.9990	5	4	5	9	8	9	     0	     0	     0	5C(57.0214), 9M(15.9949)		
sp|Q9D024|CCD47_MOUSE	Q9D024	CCD47_MOUSE	Ccdc47	483	Mus musculus	PAT complex subunit CCDC47	1:Experimental evidence at protein level	9.32	1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0	9C(57.0214)		
sp|Q9D051|ODPB_MOUSE	Q9D051	ODPB_MOUSE	Pdhb	359	Mus musculus	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1:Experimental evidence at protein level	69.08	1.0000	0.9990	18	18	18	92	92	92	     0	     0	     0	15M(15.9949), 16C(57.0214), 17C(57.0214), 17M(15.9949), 21C(57.0214), 24C(57.0214), 2M(15.9949), 4M(15.9949), 5C(57.0214), 5M(15.9949), 7M(15.9949), 8M(15.9949)		
sp|Q9D0E1-2|HNRPM_MOUSE	Q9D0E1-2	HNRPM_MOUSE	Hnrnpm	690	Mus musculus	Isoform 2 of Heterogeneous nuclear ribonucleoprotein M		4.06	1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0			sp|Q9D0E1|HNRPM_MOUSE
sp|Q9D0F9|PGM1_MOUSE	Q9D0F9	PGM1_MOUSE	Pgm1	562	Mus musculus	Phosphoglucomutase-1	1:Experimental evidence at protein level	73.84	1.0000	0.9990	38	5	38	257	27	257	     0	     0	     0	13K(156.1151), 16C(57.0214), 17C(57.0214), 18M(15.9949), 2M(15.9949), 3C(57.0214), 3M(15.9949), 41M(15.9949), 42M(15.9949), 4C(57.0214), 4M(15.9949), 6M(15.9949), 8C(57.0214), 8M(15.9949)		
sp|Q9D0K2|SCOT1_MOUSE	Q9D0K2	SCOT1_MOUSE	Oxct1	520	Mus musculus	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	1:Experimental evidence at protein level	55.00	1.0000	0.9990	18	2	18	54	3	54	     0	     0	     0	15M(15.9949), 1C(57.0214), 1M(15.9949), 20M(15.9949), 2M(15.9949), 4C(57.0214), 6M(15.9949), 7C(57.0214), 8M(15.9949)		
sp|Q9D0M3-2|CY1_MOUSE	Q9D0M3-2	CY1_MOUSE	Cyc1	266	Mus musculus	Isoform 2 of Cytochrome c1, heme protein, mitochondrial		63.53	1.0000	0.9990	10	0	10	31	0	31	     0	     0	     0	15C(57.0214), 16M(15.9949), 18M(15.9949), 20M(15.9949), 35M(15.9949), 6C(57.0214)		sp|Q9D0M3|CY1_MOUSE
sp|Q9D0M5|DYL2_MOUSE	Q9D0M5	DYL2_MOUSE	Dynll2	89	Mus musculus	Dynein light chain 2, cytoplasmic	1:Experimental evidence at protein level	64.04	1.0000	0.9990	5	0	5	7	0	7	     0	     0	     0	15C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|Q9D0S9|HINT2_MOUSE	Q9D0S9	HINT2_MOUSE	Hint2	163	Mus musculus	Adenosine 5'-monophosphoramidase HINT2	1:Experimental evidence at protein level	39.88	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0	13C(57.0214)		
sp|Q9D125|RT25_MOUSE	Q9D125	RT25_MOUSE	Mrps25	171	Mus musculus	28S ribosomal protein S25, mitochondrial	1:Experimental evidence at protein level	9.94	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q9D154|ILEUA_MOUSE	Q9D154	ILEUA_MOUSE	Serpinb1a	379	Mus musculus	Leukocyte elastase inhibitor A	1:Experimental evidence at protein level	19.26	1.0000	0.9990	6	3	6	7	3	7	     0	     0	     0			
sp|Q9D172|GAL3A_MOUSE	Q9D172	GAL3A_MOUSE	Gatd3	266	Mus musculus	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	1:Experimental evidence at protein level	51.13	1.0000	0.9990	8	2	8	23	7	23	     0	     0	     0	12C(57.0214), 15M(15.9949), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|Q9D1A2|CNDP2_MOUSE	Q9D1A2	CNDP2_MOUSE	Cndp2	475	Mus musculus	Cytosolic non-specific dipeptidase	1:Experimental evidence at protein level	29.68	1.0000	0.9990	9	6	9	15	11	15	     0	     0	     0	11C(57.0214), 6C(57.0214)		
sp|Q9D1D4|TMEDA_MOUSE	Q9D1D4	TMEDA_MOUSE	Tmed10	219	Mus musculus	Transmembrane emp24 domain-containing protein 10	1:Experimental evidence at protein level	31.96	1.0000	0.9990	5	2	5	6	3	6	     0	     0	     0			
